Trip Duration,Start Time,Stop Time,Start Station ID,Start Station Name,Start Station Latitude,Start Station Longitude,End Station ID,End Station Name,End Station Latitude,End Station Longitude,Bike ID,User Type,Birth Year,Gender,Month,Trip Week
5380,2020-04-06 16:11:45.266,2020-04-06 17:41:25.654,3193,Lincoln Park,40.7246050998869,-74.07840594649316,3193,Lincoln Park,40.7246050998869,-74.07840594649316,42300,Customer,1969,0,April,Monday
2451,2020-04-06 16:14:07.872,2020-04-06 16:54:58.973,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,42223,Subscriber,1983,1,April,Monday
6124,2020-04-06 16:14:44.006,2020-04-06 17:56:48.932,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42372,Customer,1998,1,April,Monday
2078,2020-04-06 16:16:25.647,2020-04-06 16:51:04.430,3267,Morris Canal,40.7124188237569,-74.03852552175522,3267,Morris Canal,40.7124188237569,-74.03852552175522,42301,Customer,1990,1,April,Monday
3392,2020-04-06 16:18:01.195,2020-04-06 17:14:34.142,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3205,JC Medical Center,40.71653978099194,-74.0496379137039,42122,Customer,1969,0,April,Monday
1810,2020-04-06 16:18:04.042,2020-04-06 16:48:14.743,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3205,JC Medical Center,40.71653978099194,-74.0496379137039,42193,Subscriber,1992,1,April,Monday
3330,2020-04-06 16:19:21.553,2020-04-06 17:14:51.735,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3205,JC Medical Center,40.71653978099194,-74.0496379137039,42605,Customer,1969,0,April,Monday
868,2020-04-06 16:20:06.759,2020-04-06 16:34:35.190,3184,Paulus Hook,40.7141454,-74.0335519,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42571,Subscriber,1996,1,April,Monday
5805,2020-04-06 16:20:30.662,2020-04-06 17:57:15.723,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42494,Customer,1997,2,April,Monday
1082,2020-04-06 16:22:50.796,2020-04-06 16:40:53.499,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3184,Paulus Hook,40.7141454,-74.0335519,42247,Subscriber,1986,1,April,Monday
1043,2020-04-06 16:23:32.711,2020-04-06 16:40:56.673,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3184,Paulus Hook,40.7141454,-74.0335519,42160,Subscriber,1990,1,April,Monday
2351,2020-04-06 16:23:43.657,2020-04-06 17:02:55.473,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42246,Subscriber,1971,2,April,Monday
365,2020-04-06 16:23:45.423,2020-04-06 16:29:51.338,3187,Warren St,40.721123600000006,-74.03805095,3186,Grove St PATH,40.71958611647166,-74.0431174635887,42562,Subscriber,1984,2,April,Monday
301,2020-04-06 16:26:24.475,2020-04-06 16:31:26.326,3206,Hilltop,40.7311689,-74.0575736,3195,Sip Ave,40.73089709786179,-74.06391263008119,42534,Subscriber,1954,1,April,Monday
1967,2020-04-06 16:27:50.550,2020-04-06 17:00:38.420,3193,Lincoln Park,40.7246050998869,-74.07840594649316,3193,Lincoln Park,40.7246050998869,-74.07840594649316,42190,Subscriber,1964,2,April,Monday
180,2020-04-06 16:28:47.646,2020-04-06 16:31:47.699,3195,Sip Ave,40.73089709786179,-74.06391263008119,3194,McGinley Square,40.7253399253558,-74.06762212514876,42176,Subscriber,1966,1,April,Monday
2542,2020-04-06 16:31:12.994,2020-04-06 17:13:35.685,3184,Paulus Hook,40.7141454,-74.0335519,3198,Heights Elevator,40.748715945380226,-74.04044330120088,42528,Customer,1980,2,April,Monday
958,2020-04-06 16:32:03.505,2020-04-06 16:48:02.278,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3206,Hilltop,40.7311689,-74.0575736,42280,Subscriber,1977,2,April,Monday
377,2020-04-06 16:32:25.614,2020-04-06 16:38:42.800,3195,Sip Ave,40.73089709786179,-74.06391263008119,3207,Oakland Ave,40.7376037,-74.05247829999999,42298,Subscriber,1963,2,April,Monday
1894,2020-04-06 16:33:25.034,2020-04-06 17:04:59.722,3196,Riverview Park,40.7443187,-74.04399090000001,3202,Newport PATH,40.7272235,-74.03375890000001,42194,Customer,1969,0,April,Monday
989,2020-04-06 16:35:05.110,2020-04-06 16:51:34.466,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3273,Manila & 1st,40.72165072487999,-74.04288411140442,42623,Customer,1969,0,April,Monday
1047,2020-04-06 16:36:39.555,2020-04-06 16:54:06.858,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3225,Baldwin at Montgomery,40.7236589,-74.0641943,42562,Subscriber,1984,2,April,Monday
359,2020-04-06 16:36:55.726,2020-04-06 16:42:55.717,3679,Bergen Ave,40.72210378668603,-74.07145500183104,3195,Sip Ave,40.73089709786179,-74.06391263008119,42309,Subscriber,1986,1,April,Monday
1080,2020-04-06 16:37:20.219,2020-04-06 16:55:20.500,3209,Brunswick St,40.7241765,-74.05065640000001,3193,Lincoln Park,40.7246050998869,-74.07840594649316,42442,Subscriber,1959,1,April,Monday
2280,2020-04-06 16:38:01.031,2020-04-06 17:16:01.915,3203,Hamilton Park,40.727595965999996,-74.044247311,3203,Hamilton Park,40.727595965999996,-74.044247311,42124,Subscriber,1978,1,April,Monday
3314,2020-04-06 16:40:13.313,2020-04-06 17:35:27.956,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42321,Customer,1968,1,April,Monday
1339,2020-04-06 16:41:01.981,2020-04-06 17:03:21.888,3211,Newark Ave,40.72152515,-74.046304543,3211,Newark Ave,40.72152515,-74.046304543,42591,Subscriber,1988,1,April,Monday
548,2020-04-06 16:42:05.869,2020-04-06 16:51:14.560,3194,McGinley Square,40.7253399253558,-74.06762212514876,3225,Baldwin at Montgomery,40.7236589,-74.0641943,42176,Subscriber,1994,1,April,Monday
1513,2020-04-06 16:46:29.379,2020-04-06 17:11:43.250,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,42218,Subscriber,1986,1,April,Monday
417,2020-04-06 16:46:37.190,2020-04-06 16:53:34.733,3195,Sip Ave,40.73089709786179,-74.06391263008119,3678,Fairmount Ave,40.72572613742557,-74.07195925712584,42534,Subscriber,1954,1,April,Monday
1282,2020-04-06 16:46:37.473,2020-04-06 17:08:00.219,3191,Union St,40.71821129999999,-74.08363940000001,3191,Union St,40.71821129999999,-74.08363940000001,42570,Subscriber,1977,1,April,Monday
4857,2020-04-06 16:47:31.166,2020-04-06 18:08:29.056,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,42350,Customer,1969,0,April,Monday
4871,2020-04-06 16:47:48.681,2020-04-06 18:09:00.407,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,42123,Customer,1969,0,April,Monday
558,2020-04-06 16:49:09.346,2020-04-06 16:58:28.076,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,42571,Subscriber,1996,1,April,Monday
2331,2020-04-06 16:49:16.888,2020-04-06 17:28:08.743,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42303,Subscriber,1992,1,April,Monday
2364,2020-04-06 16:49:56.166,2020-04-06 17:29:20.988,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3267,Morris Canal,40.7124188237569,-74.03852552175522,42155,Subscriber,1961,2,April,Monday
178,2020-04-06 16:50:18.029,2020-04-06 16:53:16.509,3213,Van Vorst Park,40.71848892,-74.047726625,3185,City Hall,40.717732500000004,-74.04384499999999,42125,Subscriber,1981,1,April,Monday
231,2020-04-06 16:51:07.096,2020-04-06 16:54:58.498,3678,Fairmount Ave,40.72572613742557,-74.07195925712584,3280,Astor Place,40.71928220070703,-74.07126188278198,42297,Customer,1969,0,April,Monday
2085,2020-04-06 16:55:45.713,2020-04-06 17:30:31.010,3193,Lincoln Park,40.7246050998869,-74.07840594649316,3193,Lincoln Park,40.7246050998869,-74.07840594649316,42442,Subscriber,1959,1,April,Monday
230,2020-04-06 16:57:35.063,2020-04-06 17:01:25.254,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,3203,Hamilton Park,40.727595965999996,-74.044247311,42245,Subscriber,1988,2,April,Monday
1366,2020-04-06 16:58:00.661,2020-04-06 17:20:47.305,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42176,Customer,1969,0,April,Monday
4285,2020-04-06 16:59:55.648,2020-04-06 18:11:21.251,3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,42448,Subscriber,1990,2,April,Monday
4218,2020-04-06 17:01:05.709,2020-04-06 18:11:24.298,3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,42209,Customer,1969,0,April,Monday
1041,2020-04-06 17:01:31.340,2020-04-06 17:18:52.367,3193,Lincoln Park,40.7246050998869,-74.07840594649316,3201,Dey St,40.737711,-74.066921,42240,Subscriber,1960,1,April,Monday
2076,2020-04-06 17:01:34.928,2020-04-06 17:36:11.559,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3205,JC Medical Center,40.71653978099194,-74.0496379137039,42238,Customer,1994,1,April,Monday
1069,2020-04-06 17:02:03.094,2020-04-06 17:19:52.752,3193,Lincoln Park,40.7246050998869,-74.07840594649316,3201,Dey St,40.737711,-74.066921,42190,Subscriber,1964,2,April,Monday
973,2020-04-06 17:05:44.605,2020-04-06 17:21:58.035,3638,Washington St,40.7242941,-74.0354826,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42258,Subscriber,1991,1,April,Monday
1562,2020-04-06 17:09:12.321,2020-04-06 17:35:15.219,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,42607,Customer,1969,0,April,Monday
1893,2020-04-06 17:09:35.710,2020-04-06 17:41:09.117,3198,Heights Elevator,40.748715945380226,-74.04044330120088,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,42327,Subscriber,1992,1,April,Monday
2763,2020-04-06 17:12:12.746,2020-04-06 17:58:16.713,3203,Hamilton Park,40.727595965999996,-74.044247311,3203,Hamilton Park,40.727595965999996,-74.044247311,42373,Customer,1994,1,April,Monday
2765,2020-04-06 17:12:27.336,2020-04-06 17:58:32.964,3203,Hamilton Park,40.727595965999996,-74.044247311,3203,Hamilton Park,40.727595965999996,-74.044247311,25963,Customer,1995,1,April,Monday
2809,2020-04-06 17:13:03.343,2020-04-06 17:59:52.585,3481,York St,40.71649,-74.04105,3481,York St,40.71649,-74.04105,42180,Subscriber,1990,1,April,Monday
461,2020-04-06 17:14:21.757,2020-04-06 17:22:03.460,3202,Newport PATH,40.7272235,-74.03375890000001,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,42242,Subscriber,1975,1,April,Monday
690,2020-04-06 17:16:10.562,2020-04-06 17:27:40.879,3207,Oakland Ave,40.7376037,-74.05247829999999,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42154,Customer,1990,1,April,Monday
2659,2020-04-06 17:16:29.578,2020-04-06 18:00:48.640,3280,Astor Place,40.71928220070703,-74.07126188278198,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42384,Subscriber,1977,2,April,Monday
2030,2020-04-06 17:17:24.140,2020-04-06 17:51:14.570,3209,Brunswick St,40.7241765,-74.05065640000001,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42348,Customer,1997,2,April,Monday
4109,2020-04-06 17:17:34.906,2020-04-06 18:26:04.854,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3225,Baldwin at Montgomery,40.7236589,-74.0641943,42562,Customer,1969,0,April,Monday
4108,2020-04-06 17:17:41.734,2020-04-06 18:26:10.726,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3225,Baldwin at Montgomery,40.7236589,-74.0641943,42224,Customer,1969,0,April,Monday
2004,2020-04-06 17:18:24.524,2020-04-06 17:51:48.741,3209,Brunswick St,40.7241765,-74.05065640000001,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42337,Customer,1996,2,April,Monday
1958,2020-04-06 17:22:10.941,2020-04-06 17:54:49.103,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3205,JC Medical Center,40.71653978099194,-74.0496379137039,42258,Subscriber,1991,1,April,Monday
1344,2020-04-06 17:22:52.015,2020-04-06 17:45:16.119,3210,Pershing Field,40.742677141,-74.051788633,3210,Pershing Field,40.742677141,-74.051788633,42342,Subscriber,1990,1,April,Monday
317,2020-04-06 17:25:15.327,2020-04-06 17:30:32.977,3267,Morris Canal,40.7124188237569,-74.03852552175522,3186,Grove St PATH,40.71958611647166,-74.0431174635887,42191,Subscriber,1980,1,April,Monday
6542,2020-04-06 17:29:03.324,2020-04-06 19:18:05.770,3638,Washington St,40.7242941,-74.0354826,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42354,Customer,1986,1,April,Monday
6521,2020-04-06 17:29:33.499,2020-04-06 19:18:15.153,3638,Washington St,40.7242941,-74.0354826,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42504,Customer,1988,2,April,Monday
856,2020-04-06 17:29:57.679,2020-04-06 17:44:14.301,3639,Harborside,40.71925170000001,-74.034234,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42241,Subscriber,1985,1,April,Monday
386,2020-04-06 17:30:17.529,2020-04-06 17:36:43.720,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42130,Subscriber,1989,1,April,Monday
927,2020-04-06 17:30:18.097,2020-04-06 17:45:46.032,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3213,Van Vorst Park,40.71848892,-74.047726625,42368,Customer,1969,0,April,Monday
588,2020-04-06 17:30:35.867,2020-04-06 17:40:24.351,3194,McGinley Square,40.7253399253558,-74.06762212514876,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42255,Subscriber,1977,1,April,Monday
368,2020-04-06 17:30:54.486,2020-04-06 17:37:02.861,3193,Lincoln Park,40.7246050998869,-74.07840594649316,3677,Glenwood Ave,40.72755146730012,-74.07106071710588,42442,Subscriber,1959,1,April,Monday
2565,2020-04-06 17:31:44.570,2020-04-06 18:14:29.842,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3202,Newport PATH,40.7272235,-74.03375890000001,42328,Subscriber,1993,2,April,Monday
3968,2020-04-06 17:32:05.580,2020-04-06 18:38:14.039,3206,Hilltop,40.7311689,-74.0575736,3206,Hilltop,40.7311689,-74.0575736,42229,Customer,1969,0,April,Monday
254,2020-04-06 17:33:41.195,2020-04-06 17:37:55.288,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42303,Subscriber,1992,1,April,Monday
2374,2020-04-06 17:36:42.473,2020-04-06 18:16:16.687,3267,Morris Canal,40.7124188237569,-74.03852552175522,3267,Morris Canal,40.7124188237569,-74.03852552175522,42301,Subscriber,1983,1,April,Monday
5105,2020-04-06 17:36:43.167,2020-04-06 19:01:48.886,3187,Warren St,40.721123600000006,-74.03805095,3187,Warren St,40.721123600000006,-74.03805095,42409,Customer,1969,0,April,Monday
5107,2020-04-06 17:36:53.845,2020-04-06 19:02:01.124,3187,Warren St,40.721123600000006,-74.03805095,3187,Warren St,40.721123600000006,-74.03805095,42286,Customer,1969,0,April,Monday
2709,2020-04-06 17:37:03.861,2020-04-06 18:22:13.712,3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,42388,Subscriber,1986,1,April,Monday
1958,2020-04-06 17:37:26.448,2020-04-06 18:10:05.042,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3205,JC Medical Center,40.71653978099194,-74.0496379137039,42185,Customer,1992,2,April,Monday
2161,2020-04-06 17:37:56.352,2020-04-06 18:13:58.103,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,42343,Customer,1993,1,April,Monday
1908,2020-04-06 17:39:44.883,2020-04-06 18:11:33.195,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,42283,Subscriber,1983,1,April,Monday
2721,2020-04-06 17:39:55.470,2020-04-06 18:25:16.882,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42296,Customer,1969,0,April,Monday
2705,2020-04-06 17:40:07.819,2020-04-06 18:25:13.356,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42303,Customer,1969,0,April,Monday
2669,2020-04-06 17:40:31.429,2020-04-06 18:25:01.207,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42270,Customer,1969,0,April,Monday
2399,2020-04-06 17:40:56.928,2020-04-06 18:20:56.328,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42255,Subscriber,1977,1,April,Monday
1566,2020-04-06 17:44:14.867,2020-04-06 18:10:21.860,3193,Lincoln Park,40.7246050998869,-74.07840594649316,3193,Lincoln Park,40.7246050998869,-74.07840594649316,42371,Subscriber,1973,1,April,Monday
2609,2020-04-06 17:46:22.378,2020-04-06 18:29:52.041,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,42241,Subscriber,1985,1,April,Monday
1022,2020-04-06 17:46:32.142,2020-04-06 18:03:34.343,3203,Hamilton Park,40.727595965999996,-74.044247311,3203,Hamilton Park,40.727595965999996,-74.044247311,40910,Subscriber,1960,1,April,Monday
854,2020-04-06 17:48:53.872,2020-04-06 18:03:08.340,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,42497,Subscriber,1973,2,April,Monday
2555,2020-04-06 17:49:54.910,2020-04-06 18:32:30.692,3209,Brunswick St,40.7241765,-74.05065640000001,3205,JC Medical Center,40.71653978099194,-74.0496379137039,42167,Subscriber,1974,1,April,Monday
987,2020-04-06 17:52:11.170,2020-04-06 18:08:38.446,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42269,Customer,1969,0,April,Monday
166,2020-04-06 17:52:44.029,2020-04-06 17:55:30.828,3481,York St,40.71649,-74.04105,3186,Grove St PATH,40.71958611647166,-74.0431174635887,27808,Subscriber,1987,2,April,Monday
188,2020-04-06 17:52:58.950,2020-04-06 17:56:07.863,3681,Grand St,40.71517767732029,-74.03768330812454,3275,Columbus Drive,40.71835519823214,-74.03891444206238,42521,Subscriber,1982,2,April,Monday
920,2020-04-06 17:53:30.100,2020-04-06 18:08:50.693,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42358,Customer,1969,0,April,Monday
1626,2020-04-06 17:53:58.178,2020-04-06 18:21:04.576,3279,Dixon Mills,40.72163014263835,-74.04996782541275,3209,Brunswick St,40.7241765,-74.05065640000001,42338,Subscriber,1995,2,April,Monday
1615,2020-04-06 17:54:02.148,2020-04-06 18:20:58.142,3279,Dixon Mills,40.72163014263835,-74.04996782541275,3209,Brunswick St,40.7241765,-74.05065640000001,42264,Subscriber,1995,2,April,Monday
1521,2020-04-06 17:56:30.831,2020-04-06 18:21:52.698,3206,Hilltop,40.7311689,-74.0575736,3202,Newport PATH,40.7272235,-74.03375890000001,42280,Subscriber,1986,2,April,Monday
6387,2020-04-06 17:57:07.409,2020-04-06 19:43:34.453,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,42105,Subscriber,1981,2,April,Monday
3162,2020-04-06 17:57:36.507,2020-04-06 18:50:19.147,3213,Van Vorst Park,40.71848892,-74.047726625,3213,Van Vorst Park,40.71848892,-74.047726625,42466,Subscriber,1975,1,April,Monday
338,2020-04-06 18:01:02.376,2020-04-06 18:06:41.151,3202,Newport PATH,40.7272235,-74.03375890000001,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42316,Subscriber,1992,1,April,Monday
264,2020-04-06 18:01:22.754,2020-04-06 18:05:47.539,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3267,Morris Canal,40.7124188237569,-74.03852552175522,42188,Subscriber,1967,1,April,Monday
735,2020-04-06 18:02:26.168,2020-04-06 18:14:42.104,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3280,Astor Place,40.71928220070703,-74.07126188278198,42384,Subscriber,1977,2,April,Monday
2232,2020-04-06 18:03:28.814,2020-04-06 18:40:40.997,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3205,JC Medical Center,40.71653978099194,-74.0496379137039,42184,Subscriber,1982,2,April,Monday
1793,2020-04-06 18:04:49.711,2020-04-06 18:34:42.973,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42494,Customer,1993,2,April,Monday
574,2020-04-06 18:07:44.349,2020-04-06 18:17:19.251,3679,Bergen Ave,40.72210378668603,-74.07145500183104,3195,Sip Ave,40.73089709786179,-74.06391263008119,42541,Subscriber,1964,1,April,Monday
228,2020-04-06 18:11:20.546,2020-04-06 18:15:08.557,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3275,Columbus Drive,40.71835519823214,-74.03891444206238,42350,Subscriber,1992,1,April,Monday
755,2020-04-06 18:13:43.309,2020-04-06 18:26:18.425,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,42372,Customer,1969,0,April,Monday
261,2020-04-06 18:14:31.507,2020-04-06 18:18:52.602,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,3205,JC Medical Center,40.71653978099194,-74.0496379137039,42259,Subscriber,1986,1,April,Monday
239,2020-04-06 18:14:55.683,2020-04-06 18:18:55.311,3273,Manila & 1st,40.72165072487999,-74.04288411140442,3203,Hamilton Park,40.727595965999996,-74.044247311,42162,Subscriber,1962,1,April,Monday
690,2020-04-06 18:19:17.916,2020-04-06 18:30:48.146,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42474,Customer,1980,2,April,Monday
804,2020-04-06 18:21:30.756,2020-04-06 18:34:55.365,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3194,McGinley Square,40.7253399253558,-74.06762212514876,42255,Subscriber,1977,1,April,Monday
707,2020-04-06 18:21:58.809,2020-04-06 18:33:46.419,3681,Grand St,40.71517767732029,-74.03768330812454,3681,Grand St,40.71517767732029,-74.03768330812454,42275,Subscriber,1987,1,April,Monday
6305,2020-04-06 18:22:51.298,2020-04-06 20:07:57.068,3639,Harborside,40.71925170000001,-74.034234,3639,Harborside,40.71925170000001,-74.034234,42444,Customer,1969,0,April,Monday
6308,2020-04-06 18:22:53.585,2020-04-06 20:08:01.847,3639,Harborside,40.71925170000001,-74.034234,3639,Harborside,40.71925170000001,-74.034234,42424,Customer,1969,0,April,Monday
2426,2020-04-06 18:25:03.817,2020-04-06 19:05:30.541,3193,Lincoln Park,40.7246050998869,-74.07840594649316,3193,Lincoln Park,40.7246050998869,-74.07840594649316,42137,Subscriber,1980,1,April,Monday
1380,2020-04-06 18:25:04.263,2020-04-06 18:48:04.377,3639,Harborside,40.71925170000001,-74.034234,3639,Harborside,40.71925170000001,-74.034234,42629,Customer,1988,1,April,Monday
242,2020-04-06 18:25:34.212,2020-04-06 18:29:36.466,3195,Sip Ave,40.73089709786179,-74.06391263008119,3678,Fairmount Ave,40.72572613742557,-74.07195925712584,42201,Subscriber,1981,1,April,Monday
2444,2020-04-06 18:26:47.040,2020-04-06 19:07:31.405,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3205,JC Medical Center,40.71653978099194,-74.0496379137039,42185,Customer,1969,0,April,Monday
1923,2020-04-06 18:27:10.770,2020-04-06 18:59:14.240,3194,McGinley Square,40.7253399253558,-74.06762212514876,3194,McGinley Square,40.7253399253558,-74.06762212514876,42278,Subscriber,1995,2,April,Monday
2418,2020-04-06 18:27:28.812,2020-04-06 19:07:47.171,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3205,JC Medical Center,40.71653978099194,-74.0496379137039,42259,Customer,1969,0,April,Monday
2834,2020-04-06 18:28:11.477,2020-04-06 19:15:26.367,3483,Montgomery St,40.71942,-74.05099,3273,Manila & 1st,40.72165072487999,-74.04288411140442,28037,Subscriber,1988,1,April,Monday
75,2020-04-06 18:28:54.364,2020-04-06 18:30:09.530,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,42123,Customer,1969,0,April,Monday
1823,2020-04-06 18:29:32.494,2020-04-06 18:59:56.030,3639,Harborside,40.71925170000001,-74.034234,3639,Harborside,40.71925170000001,-74.034234,42228,Subscriber,1962,2,April,Monday
232,2020-04-06 18:30:14.582,2020-04-06 18:34:07.238,3184,Paulus Hook,40.7141454,-74.0335519,3267,Morris Canal,40.7124188237569,-74.03852552175522,42247,Subscriber,1958,1,April,Monday
371,2020-04-06 18:30:44.643,2020-04-06 18:36:56.271,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3267,Morris Canal,40.7124188237569,-74.03852552175522,42241,Subscriber,1985,1,April,Monday
3496,2020-04-06 18:31:05.399,2020-04-06 19:29:21.463,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42501,Customer,1969,0,April,Monday
706,2020-04-06 18:31:38.455,2020-04-06 18:43:24.935,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42372,Customer,1969,0,April,Monday
2085,2020-04-06 18:32:02.379,2020-04-06 19:06:47.801,3203,Hamilton Park,40.727595965999996,-74.044247311,3203,Hamilton Park,40.727595965999996,-74.044247311,42373,Customer,1981,1,April,Monday
2077,2020-04-06 18:32:18.924,2020-04-06 19:06:56.314,3203,Hamilton Park,40.727595965999996,-74.044247311,3203,Hamilton Park,40.727595965999996,-74.044247311,25963,Customer,1980,1,April,Monday
778,2020-04-06 18:34:19.906,2020-04-06 18:47:18.624,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,42146,Subscriber,1974,1,April,Monday
853,2020-04-06 18:36:14.116,2020-04-06 18:50:27.970,3483,Montgomery St,40.71942,-74.05099,3638,Washington St,40.7242941,-74.0354826,42599,Subscriber,1991,1,April,Monday
1014,2020-04-06 18:38:10.877,2020-04-06 18:55:05.098,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3275,Columbus Drive,40.71835519823214,-74.03891444206238,42106,Subscriber,1989,1,April,Monday
131,2020-04-06 18:38:32.454,2020-04-06 18:40:44.423,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,32139,Subscriber,1992,2,April,Monday
